name,album,artist,release_date,length,popularity,acousticness,danceability,valence,key,energy,instrumentalness,liveness,loudness,speechiness,mode,tempo,time_signature
Distance,Distance,Yebba,2020-05-08,255800,52,0.68,0.601,0.469,0,0.511,0.252,0.0732,-7.297,0.038,1,139.955,4
Jill Scott (feat. Jill Scott),ALICIA,Alicia Keys,2020-12-18,245333,38,0.0847,0.447,0.233,0,0.527,0.00425,0.355,-9.488,0.0393,1,83.02,4
Hold On,Hive Mind,The Internet,2018-07-20,406466,62,0.849,0.7,0.444,0,0.414,0.0606,0.107,-10.864,0.0373,1,60.479,4
Cranes in the Sky,A Seat at the Table,Solange,2016-09-30,250973,62,0.408,0.719,0.465,6,0.615,0.000147,0.235,-5.972,0.045,1,96.988,4
He Loves Me (Lyzel in E Flat),"Who Is Jill Scott? - Words and Sounds, Vol. 1",Jill Scott,2000-07-18,285746,52,0.623,0.649,0.294,3,0.3,4.46e-06,0.125,-14.74,0.0498,0,99.989,4
Read My Mind,Lianne La Havas,Lianne La Havas,2020-07-17,288453,49,0.148,0.65,0.442,4,0.445,0.000145,0.38,-9.621,0.0542,0,94.015,4
Halfcrazy,Juslisen,Musiq Soulchild,2002-05-07,254493,57,0.462,0.412,0.418,11,0.77,1.5e-06,0.0485,-6.057,0.18,0,101.955,3
GIFTED,sounds of so(u)litude,KALLITECHNIS,2021-02-26,270000,44,0.369,0.472,0.121,5,0.472,0.171,0.111,-8.844,0.0451,1,159.765,4
elephant in the room,elephant in the room,untradition,2022-04-01,199107,36,0.00126,0.548,0.218,2,0.469,0.000196,0.15,-9.964,0.0275,1,107.984,3
Still Wonder,Still Wonder,Alex Isley,2021-11-19,238153,47,0.426,0.807,0.903,6,0.696,0.843,0.0578,-6.915,0.0348,0,129.981,4
DON'T PLAY WITH MY HEART,DON'T PLAY WITH MY HEART,India Shawn,2021-08-06,219351,42,0.00126,0.704,0.517,0,0.524,0.0152,0.114,-6.418,0.0288,0,100.003,4
Love In Full Bloom,Love in Full Bloom,Karla Felecia Scaife,2021-02-14,231333,35,0.809,0.662,0.798,0,0.732,0.722,0.681,-13.652,0.0621,0,149.7,4
Compassion (feat. Chiiild),Candydrip,Lucky Daye,2022-03-10,262466,54,0.401,0.683,0.449,4,0.549,0.00882,0.199,-9.101,0.0287,0,108.023,4
How Could I Forget You,How Could I Forget You,Etta Bond,2021-09-03,214054,41,0.655,0.57,0.441,6,0.411,5.37e-05,0.198,-9.461,0.0579,0,74.358,4
3 Hour Drive (feat. Sampha),ALICIA,Alicia Keys,2020-09-18,241480,0,0.128,0.49,0.284,5,0.349,0.000196,0.11,-11.156,0.0491,0,79.47,4
Only With Time - A COLORS SHOW,Only With Time - A COLORS SHOW,Adria Kain,2022-02-10,304411,49,0.509,0.486,0.461,7,0.499,0.00027,0.148,-8.475,0.0466,1,134.935,3
Chocolate Pomegranate,Chocolate Pomegranate,Ari Lennox,2020-09-30,247792,41,0.177,0.535,0.208,10,0.371,2.03e-05,0.116,-11.668,0.0474,1,176.061,4
Sending My Love,Pronounced Jah-Nay,Zhané,1994-01-01,221173,56,0.0323,0.713,0.211,7,0.503,0.167,0.0601,-9.663,0.0575,1,95.019,4
Bittersweet - Full Length,Lianne La Havas,Lianne La Havas,2020-07-17,292506,0,0.278,0.589,0.277,5,0.418,0.000361,0.192,-7.456,0.0345,0,137.876,4
Fallen,Moodring,Mýa,2003-01-01,214600,54,0.119,0.669,0.428,1,0.61,2.75e-05,0.53,-8.217,0.0457,1,94.439,4
Carry On,We Are KING,We Are KING,2016-02-05,233097,32,0.13,0.571,0.533,5,0.524,2.05e-05,0.0699,-7.461,0.0251,0,102.017,3
Orange Moon,Mama's Gun,Erykah Badu,2000-10-31,430000,49,0.464,0.468,0.124,5,0.149,0.000276,0.152,-13.976,0.0363,0,97.965,3
Out Of Love,Eddie,Busty and the Bass,2020-08-14,290893,54,0.0185,0.757,0.379,2,0.718,1.1e-05,0.376,-6.009,0.184,1,107.068,4
Send It On,Voodoo,D'Angelo,2000-01-01,356493,54,0.171,0.788,0.335,5,0.258,0.00721,0.326,-11.758,0.104,1,127.492,3
SULA (Paperback),SULA (Paperback),Jamila Woods,2020-08-07,255906,0,0.666,0.257,0.295,6,0.291,1.87e-06,0.118,-10.76,0.0326,1,77.771,1
If,Destiny Fulfilled,Destiny's Child,2004-11-16,255880,43,0.532,0.434,0.319,8,0.401,0.0,0.253,-5.532,0.0326,1,124.838,4
He's Mine,Love Soul,Various Artists,2000-01-01,253040,48,0.0814,0.616,0.391,11,0.535,0.0924,0.121,-8.789,0.0379,1,64.979,4
Stay Up,Intérimes,Adi Oasis,2020-07-10,209281,7,0.0523,0.687,0.861,7,0.537,4.44e-06,0.167,-7.961,0.211,0,71.926,4
Get Away,The Interlude,Asiahn,2021-01-11,156634,30,0.655,0.439,0.186,10,0.539,8.06e-06,0.102,-4.764,0.0322,0,103.012,4
Get to You Again,Something to Feel,Mac Ayres,2018-09-05,267450,55,0.199,0.499,0.277,3,0.429,0.000311,0.334,-10.288,0.0495,1,117.751,4
Break,Break,Emily Muli,2021-12-24,204878,34,0.797,0.684,0.736,6,0.462,1.14e-06,0.189,-10.94,0.192,0,163.883,4
If Only,If Only,Raveena,2017-11-15,201333,55,0.462,0.759,0.581,10,0.404,0.00139,0.0841,-11.803,0.049,0,77.977,4
Ascension (Don't Ever Wonder) - Remastered 2021,Maxwell's Urban Hang Suite,Maxwell,1996-04-02,345975,62,0.111,0.762,0.749,0,0.459,0.0219,0.147,-10.307,0.0379,1,96.069,4
Alright,Lost And Found,Ledisi,2007-01-01,277666,50,0.18,0.626,0.209,8,0.417,0.000164,0.111,-8.216,0.146,1,173.629,4
Communication,Communication,Léonie Barbot,2022-01-21,216360,34,0.425,0.735,0.399,11,0.416,5.88e-05,0.151,-8.724,0.164,0,108.781,4
Keep Your Head Up,Keep Your Head Up,Khi Infinite,2022-04-28,163725,42,0.864,0.809,0.307,4,0.181,0.000119,0.112,-10.383,0.0367,0,100.019,4
Distant Lady,Lost and Found,Adriana Evans,2017-11-29,298192,37,0.328,0.573,0.648,4,0.672,0.0,0.159,-6.073,0.219,1,165.968,4
Lullaby (feat. Syd),Milly,Amaal,2022-04-29,151133,44,0.207,0.538,0.395,3,0.363,0.0161,0.145,-12.245,0.0517,0,138.454,3
Movies,Ashanti,Ashanti,2002-01-01,249106,38,0.0974,0.659,0.297,1,0.496,2.79e-06,0.0782,-8.828,0.0286,1,127.114,4
Livid,A Real Romantic,ELIZA,2018-12-12,269354,45,0.305,0.837,0.268,4,0.19,0.189,0.369,-10.107,0.0722,0,87.98,4
Wildfires,Untitled (Black Is),SAULT,2020-06-19,206947,65,0.108,0.862,0.502,3,0.314,0.156,0.0878,-8.269,0.0369,0,114.472,4
Find A Way,Subject,Dwele,2003-01-01,249573,50,0.0577,0.712,0.437,10,0.657,0.0,0.234,-5.888,0.149,0,97.993,4
Just Because,Just Because,Conya Doss,2004-01-01,231800,32,0.618,0.572,0.331,2,0.483,0.0,0.144,-5.762,0.0953,1,93.903,4
Body Party,Ciara,Ciara,2013-07-05,234040,63,0.0143,0.577,0.12,2,0.576,0.0,0.602,-6.299,0.0563,1,133.973,4
Gots Ta Be,B2K,B2K,2002,321200,44,0.0402,0.832,0.69,2,0.454,0.000497,0.0723,-4.252,0.0513,1,131.784,4
Fortunate,Fortunate,Maxwell,1999-03-03,301160,53,0.0951,0.74,0.377,10,0.359,0.0,0.129,-8.309,0.0462,0,126.15,4
Fool of Me,Bitter,Meshell Ndegeocello,1999-08-13,212640,45,0.772,0.44,0.167,7,0.239,0.00304,0.0924,-17.042,0.0264,1,106.777,3
Through the Fire,I Feel for You,Chaka Khan,1984,288653,60,0.192,0.563,0.428,8,0.593,1.85e-05,0.145,-7.099,0.0322,1,130.744,4
Balance In All,The Feminine: Act II,Anna Wise,2017-02-17,210826,29,0.0789,0.691,0.593,10,0.728,0.000102,0.1,-8.3,0.0729,0,99.035,4
