name,album,artist,release_date,length,popularity,acousticness,danceability,valence,key,energy,instrumentalness,liveness,loudness,speechiness,mode,tempo,time_signature
Find My Way (feat. Beck),McCartney III Imagined,Paul McCartney,2021-04-16,293849,40,0.256,0.873,0.92,5,0.809,0.00049,0.142,-4.788,0.0369,0,118.01,4
Paint Me Silver,The Weather,Pond,2017-05-05,224973,58,0.00523,0.335,0.682,8,0.825,0.00429,0.226,-5.598,0.0506,1,177.156,4
Trophy,Trophy,Crumb,2021-03-10,192373,0,0.808,0.542,0.658,10,0.511,0.148,0.134,-9.298,0.0327,0,81.505,4
Raspberry Jam,Raspberry Jam,Allah-Las,2019-04-24,228306,12,0.0031,0.563,0.653,9,0.623,0.962,0.0886,-5.972,0.026,0,100.032,4
Kepler-22b,Kepler-22b,King Gizzard & The Lizard Wizard,2022-04-19,192960,49,0.0203,0.674,0.916,1,0.884,0.489,0.109,-6.062,0.0988,1,101.062,4
First Class,Mordechai,Khruangbin,2020-06-26,286997,54,0.0633,0.581,0.611,11,0.394,0.911,0.637,-14.825,0.0392,0,83.147,4
Jump the Turnstile,Summer's Over,Jordana,2021-10-13,222750,50,0.181,0.74,0.964,0,0.802,0.819,0.398,-8.342,0.0478,0,160.014,4
Dreams,Dreams,Joshy Soul,2021-10-06,234960,42,0.0332,0.78,0.731,2,0.514,0.00635,0.0555,-7.411,0.0339,0,110.024,4
Algorithmblues,Danica,Matty,2021-06-18,312244,38,0.268,0.341,0.535,2,0.76,0.29,0.155,-8.479,0.0597,1,195.989,4
Ghost On The Mend,Ghost On The Mend,Magic City Hippies,2021-08-20,159226,43,0.593,0.566,0.786,6,0.54,0.00106,0.107,-6.245,0.0491,1,166.183,4
Hunnybee,Sex & Food,Unknown Mortal Orchestra,2018-04-06,268333,63,0.566,0.956,0.566,6,0.377,0.414,0.313,-7.965,0.0804,1,119.993,4
Postman,Postman b/w Magazine,Toro y Moi,2022-01-26,160704,50,0.26,0.896,0.518,9,0.554,0.26,0.493,-8.936,0.0914,1,112.091,4
Howl With Me,Rose Pink Cadillac,DOPE LEMON,2022-01-07,259146,45,0.0199,0.619,0.631,0,0.661,0.0568,0.161,-8.46,0.0423,1,98.036,4
Work This Time,Oddments,King Gizzard & The Lizard Wizard,2014-03-07,276893,0,0.153,0.526,0.53,1,0.489,0.103,0.135,-6.249,0.22,0,113.913,1
Looking Backward,Looking Backward,Melody's Echo Chamber,2022-01-20,201720,40,0.0445,0.636,0.448,7,0.788,0.834,0.0982,-6.358,0.0332,0,118.594,4
Ordinary Man,Ordinary Man,Sports,2021-09-10,248591,37,0.0179,0.755,0.599,4,0.703,0.683,0.103,-6.62,0.0915,1,102.022,4
Dionysian State,Going Going Gone,Mild High Club,2021-09-17,184893,42,0.0251,0.781,0.358,7,0.476,0.0588,0.121,-9.201,0.0315,1,111.366,4
Cool Colorado,Cool Colorado,La Femme,2020-11-17,230520,41,0.0565,0.504,0.48,6,0.727,8.73e-05,0.57,-8.1,0.0459,0,81.468,4
Shuggie,We Are the 21st Century Ambassadors of Peace & Magic,Foxygen,2013-01-22,201706,0,0.101,0.467,0.71,1,0.645,0.00524,0.144,-7.614,0.0364,0,127.947,3
Borderline,Borderline,Tame Impala,2019-04-12,274293,0,0.0476,0.598,0.726,0,0.71,1.77e-05,0.1,-6.839,0.0272,0,97.976,4
Sense,Paper Mâché Dream Balloon,King Gizzard & The Lizard Wizard,2015-11-13,210653,0,0.505,0.534,0.653,5,0.6,0.316,0.188,-9.138,0.28,0,202.086,4
Videogames,Videogames,Matty,2021-02-19,257328,34,0.858,0.431,0.257,1,0.451,0.267,0.136,-9.064,0.0299,1,141.406,4
Swim and Sleep (Like a Shark),II,Unknown Mortal Orchestra,2013-02-05,165226,0,0.124,0.766,0.76,8,0.806,0.171,0.119,-10.011,0.0403,1,123.509,4
Doris,Texas Moon,Khruangbin,2022-02-18,230137,54,0.456,0.536,0.273,0,0.358,0.688,0.122,-10.397,0.0442,0,100.498,4
Oidar,Sticky Thumb,Hether,2021-01-15,208500,42,0.0214,0.891,0.684,9,0.571,0.29,0.171,-10.858,0.0721,0,119.941,4
California,Lean Into Life,Petey,2021-09-03,276386,44,0.144,0.662,0.387,2,0.838,0.884,0.104,-7.367,0.0287,1,126.997,4
Is It True,The Slow Rush,Tame Impala,2020-02-14,239266,67,0.00307,0.731,0.661,0,0.664,0.35,0.133,-5.474,0.0302,1,118.018,4
The Loop,The Loop,Toro y Moi,2022-02-22,241173,51,0.277,0.48,0.832,0,0.594,0.0282,0.161,-8.149,0.0645,0,172.936,4
Friends,Minds Of Our Own,levitation room,2015-02-07,217666,56,0.002,0.639,0.739,2,0.509,0.000485,0.0834,-10.354,0.0288,1,100.157,4
O.N.E.,L.W.,King Gizzard & The Lizard Wizard,2021-02-25,220216,48,0.00431,0.547,0.404,11,0.647,0.66,0.1,-8.53,0.0728,0,166.214,4
I Want Troll With You - Gentle Dom Remix,I Want Troll with You,Connan Mockasin,2020-05-14,282633,36,0.166,0.8,0.888,3,0.431,0.654,0.0666,-14.328,0.0521,0,90.966,4
Do U Mind? (Leave the Light On),Do U Mind? (Leave the Light On),Fleece,2021-02-03,222928,44,0.309,0.625,0.238,5,0.358,0.0171,0.11,-8.545,0.0279,0,84.609,4
Sun King,Sun King,The Bright Light Social Hour,2019-09-27,190134,37,0.101,0.556,0.694,1,0.683,0.0577,0.229,-9.149,0.0374,0,101.006,4
Sex Wax,Sex Wax,Hether,2020-12-09,216677,33,0.000554,0.722,0.809,1,0.85,0.61,0.546,-4.967,0.0542,0,133.055,4
Chamber Of Reflection,Salad Days,Mac DeMarco,2014-04-01,231723,4,0.263,0.537,0.505,11,0.558,0.91,0.102,-8.678,0.0929,1,131.037,4
Aerostar,Aerostar,Video Age,2020-06-30,260069,0,0.108,0.813,0.972,10,0.649,0.0767,0.357,-7.615,0.0818,1,142.738,4
I Can Cry,I Can Cry,Moses Gunn Collective,2021-03-03,305733,40,0.0417,0.612,0.611,11,0.894,0.0321,0.175,-5.408,0.0283,0,119.99,4
When You Die,Little Dark Age,MGMT,2018-02-09,263880,65,0.0946,0.645,0.495,11,0.938,0.0226,0.159,-4.557,0.0391,0,140.886,4
Like Exploding Stones,Like Exploding Stones,Kurt Vile,2022-02-15,438173,47,0.323,0.473,0.892,0,0.665,0.0424,0.0947,-8.717,0.024,1,95.076,4
Only in My Dreams,"Superclean, Vol. I",The Marías,2017-11-03,170893,65,0.41,0.518,0.281,10,0.496,0.1,0.0999,-11.607,0.0292,1,143.921,4
Fuzz Jam,Fuzz Jam,The Lazy Eyes,2021-11-03,266992,42,0.071,0.685,0.487,4,0.747,0.34,0.067,-5.493,0.111,0,118.974,4
Midnight,Texas Sun,Khruangbin,2020-02-07,314683,0,0.0574,0.663,0.687,5,0.552,0.0131,0.0973,-8.925,0.0308,0,132.867,4
So Long Tomorrow,Due North,Liam Kazar,2021-08-06,260022,34,0.0655,0.491,0.811,10,0.658,0.011,0.167,-6.085,0.0443,1,186.015,4
Multi-Love,Multi-Love,Unknown Mortal Orchestra,2015-02-06,250800,0,0.571,0.784,0.545,3,0.506,0.0,0.139,-5.243,0.0403,0,120.141,4
Mount Airy Hill (Way Gone),(watch my moves),Kurt Vile,2022-04-15,332533,52,0.0234,0.51,0.334,9,0.652,0.753,0.122,-9.404,0.0248,1,95.534,4
FROSTY,FROSTY,KUNZITE,2021-05-21,263937,35,0.068,0.592,0.384,11,0.899,0.499,0.134,-4.189,0.032,0,79.998,4
Lights of Leeming,Hang a Cross on Me,Pond,2022-05-04,194029,34,0.00162,0.58,0.848,11,0.92,9.09e-06,0.125,-4.597,0.0382,0,80.021,4
Alma,Alma,Melody's Echo Chamber,2022-04-06,220015,40,0.446,0.53,0.555,5,0.545,0.00139,0.273,-5.683,0.0257,0,98.051,4
cloud castle,jams EP,Luna Li,2021-02-05,63214,47,0.04,0.556,0.349,0,0.563,0.9,0.245,-6.731,0.0523,1,83.9,4
Will I See U?,Will I See U?,Benét,2022-03-30,198500,36,0.0612,0.35,0.267,4,0.727,0.558,0.106,-5.782,0.0402,1,68.691,4
Out In The World,Out In The World,GUM,2020-06-12,236524,37,0.0821,0.698,0.932,2,0.857,0.00246,0.0792,-4.496,0.0272,1,116.016,4
Take Me Avalon I'm Young,9,Pond,2021-10-01,211370,37,0.0107,0.625,0.733,1,0.8,0.00894,0.204,-6.728,0.0477,1,150.057,4
Watching Cartoons,Watching Cartoons,La Luz,2021-07-21,208906,0,0.259,0.57,0.683,0,0.667,0.79,0.158,-8.108,0.0294,1,125.658,4
Tiger,Tiger,Das Kope,2019-03-14,180931,36,0.551,0.542,0.489,2,0.397,0.205,0.37,-9.678,0.0918,1,164.129,4
Chateau (Feel Alright),Chateau (Feel Alright),Djo,2019-08-09,272157,41,0.43,0.641,0.348,7,0.365,8.23e-06,0.297,-11.763,0.027,1,134.881,4
Moment to Change,At the Moment,Mano Le Tough,2021-08-20,191266,39,0.25,0.675,0.538,2,0.736,0.465,0.107,-9.967,0.0459,1,80.738,4
Freaking Out the Neighborhood,2,Mac DeMarco,2012-10-16,173888,71,0.0638,0.565,0.847,8,0.832,0.0288,0.386,-5.751,0.108,0,143.303,4
Cabin Fever Freestyle,LUNO,Blood Cultures,2021-05-28,284266,33,0.225,0.597,0.651,1,0.758,0.152,0.104,-6.389,0.029,1,110.038,4
DIMANCHE SOIR,DIMANCHE SOIR,Hubert Lenoir,2021-08-20,189712,30,0.18,0.651,0.567,3,0.522,5.36e-06,0.139,-8.619,0.0434,0,140.009,4
Two Face,Two Face,L'Rain,2021-03-31,247218,26,0.00635,0.447,0.748,5,0.945,0.415,0.455,-4.811,0.0455,1,89.936,4
Paraphernalia,Paraphernalia,Temples,2020-09-02,263453,37,0.00607,0.496,0.372,1,0.871,0.000249,0.335,-3.857,0.0465,1,114.038,4
Low Beam,Low Beam,Her's,2018-05-25,268834,37,0.00199,0.636,0.569,5,0.893,0.83,0.107,-4.579,0.0482,1,139.97,4
Get Lost In The Music,Get Lost In The Music,Ambar Lucid,2021-05-13,229566,40,0.0651,0.648,0.349,5,0.708,1.52e-05,0.116,-4.444,0.0381,0,104.046,4
THE DOOR IS CLOSING,THE DOOR,SPIRIT OF THE BEEHIVE,2021-11-09,177005,40,0.00321,0.46,0.486,8,0.748,5.26e-05,0.124,-8.084,0.0466,1,104.386,4
Twinkle,Sticky Thumb,Hether,2021-01-15,194398,42,0.0302,0.663,0.426,8,0.459,0.456,0.109,-9.143,0.0365,1,140.166,4
LEMON SWAYZE,LEMON SWAYZE,KUNZITE,2021-07-07,318146,35,0.0242,0.631,0.66,5,0.98,0.0983,0.141,-2.641,0.0423,1,105.007,4
Fever,Apoptosis,Inner Wave,2021-09-30,174363,52,0.0317,0.544,0.675,5,0.779,0.788,0.0801,-5.668,0.0269,0,99.975,4
You're Either On Something,You're Either On Something,Temples,2019-08-05,227133,0,0.000983,0.466,0.426,0,0.801,0.00258,0.182,-5.619,0.0492,1,93.963,4
Nobody Taught Me,Nobody Taught Me,The Lazy Eyes,2021-05-06,229479,0,0.0838,0.348,0.418,9,0.676,1.18e-05,0.161,-6.026,0.0457,1,217.682,4
Disco,Projector,Geese,2021-10-29,407432,35,0.00112,0.355,0.423,7,0.786,0.00523,0.125,-4.977,0.0387,1,132.967,4
Bye Bye,Ripe,Brainstory,2021-06-25,145414,37,0.0165,0.534,0.384,10,0.417,0.00249,0.0977,-7.329,0.0344,0,130.154,3
Shalala,Mercy Mountain,Moses Gunn Collective,2015-08-07,228015,55,0.0192,0.452,0.46,7,0.729,0.0583,0.115,-5.6,0.0304,1,84.005,4
Show Me How,Show Me How,Men I Trust,2018-02-28,215110,73,0.674,0.791,0.544,5,0.267,0.534,0.102,-11.997,0.0415,1,165.99,4
It's Over Again,Going Going Gone,Mild High Club,2021-09-17,127560,41,0.327,0.655,0.501,5,0.717,0.731,0.102,-7.447,0.037,1,96.221,4
Strange (But I Like It),Strange (But I Like It),STACEY,2021-05-19,224800,29,0.272,0.605,0.812,9,0.779,0.0,0.221,-4.816,0.0317,0,122.009,4
Intrasport,K.G.,King Gizzard & The Lizard Wizard,2020-11-20,252630,45,0.0447,0.655,0.885,7,0.9,0.205,0.269,-6.267,0.0423,1,109.984,4
Turn Up The Sunshine - From 'Minions: The Rise of Gru' Soundtrack,Turn Up The Sunshine (From 'Minions: The Rise of Gru' Soundtrack),Diana Ross,2022-05-19,229610,61,0.114,0.776,0.774,11,0.676,3.29e-06,0.0687,-5.007,0.0511,1,110.017,4
Under The Moon,"In The Darkest Of Nights, Let The Birds Sing",Foster The People,2020-11-13,279361,45,0.0071,0.514,0.446,0,0.638,0.000446,0.108,-8.272,0.0267,0,155.231,4
Diamond,Diamond,Magic City Hippies,2021-04-30,228200,42,0.384,0.647,0.751,10,0.779,0.0402,0.342,-6.315,0.121,0,82.955,4
Ideas,Inca Missiles,Tibetan Miracle Seeds,2021-08-06,348286,36,6.44e-05,0.37,0.155,7,0.716,0.616,0.351,-7.204,0.0299,1,82.019,4
Happens All the Time,Anemoia,Spaceface,2022-01-28,198381,35,0.0843,0.723,0.938,9,0.653,0.00162,0.0523,-6.329,0.0421,1,114.952,4
Powerlines,Currents B-Sides & Remixes,Tame Impala,2017-11-16,258706,52,0.0323,0.554,0.367,2,0.885,0.0238,0.345,-6.212,0.0443,1,104.945,4
Joe Frazier,Joe Frazier,Orions Belte,2018-08-03,338613,38,0.0663,0.432,0.569,7,0.63,0.687,0.223,-9.511,0.0384,0,133.77,4
When the Night Calls...,When the Night Calls...,Blood Cultures,2021-04-26,283946,36,0.000146,0.667,0.5,6,0.766,0.482,0.621,-6.931,0.0393,0,112.011,4
Be Cool,Waiting Days,j. pastel,2021-11-05,218666,32,0.0896,0.23,0.223,3,0.79,0.111,0.118,-5.052,0.0662,1,179.845,4
Story of the Century,Story of the Century,Ty Segall,2022-01-24,355666,31,0.00946,0.686,0.195,3,0.904,0.478,0.0814,-10.241,0.0956,1,129.847,4
Tasmania,Tasmania,Pond,2019-03-01,244253,36,0.091,0.637,0.79,8,0.81,0.00456,0.0979,-6.001,0.044,1,141.954,4
Soho,Soho,Habe,2021-04-23,242891,36,0.471,0.713,0.635,1,0.537,0.424,0.283,-6.456,0.0603,0,83.023,4
The Look,The Look,Sports,2021-01-15,236495,35,0.0725,0.818,0.921,10,0.867,0.842,0.0613,-4.864,0.0756,0,117.003,4
White Gloves,The Universe Smiles Upon You,Khruangbin,2015-11-06,218306,0,0.707,0.635,0.772,2,0.3,0.829,0.574,-13.957,0.0285,0,91.452,4
Peaches,Peaches,Miynt,2019-06-12,255566,0,0.0785,0.447,0.511,7,0.68,0.134,0.276,-7.198,0.0302,1,150.027,4
One More Time,One More Time,Nick Leng,2021-04-01,199440,44,0.155,0.667,0.77,0,0.757,2.68e-05,0.414,-6.818,0.0285,1,112.029,4
Dreams Via Memories,The Cart,Ceramic Animal,2016-08-11,290024,0,0.582,0.5,0.639,0,0.758,0.00376,0.105,-6.891,0.0363,1,99.96,4
Suddenly,The End Of Comedy,Drugdealer,2016-09-09,197040,54,0.503,0.651,0.585,4,0.465,0.0455,0.495,-7.538,0.0328,1,107.75,4
Taxi’s Here,Currents B-Sides & Remixes,Tame Impala,2017-11-16,287306,51,0.621,0.571,0.431,7,0.568,0.513,0.0687,-6.969,0.0316,0,101.001,4
Gregorian Chance,Music is Dead,Nolan Potter,2021-09-24,351746,35,0.285,0.433,0.301,2,0.596,0.0339,0.14,-9.01,0.0425,0,77.946,4
Shortcuts,Shortcuts,PWNT,2021-03-02,154053,28,0.00292,0.736,0.742,10,0.475,0.749,0.129,-10.879,0.0255,1,101.0,4
The Garden,The Garden,Papooz,2020-07-08,248084,0,0.185,0.456,0.126,0,0.527,0.0513,0.109,-9.697,0.0257,1,146.061,4
Le Queens,Le Queens,Plants and Animals,2020-09-02,254937,28,0.207,0.59,0.536,1,0.608,0.733,0.211,-9.083,0.0266,1,129.393,4
crawling in my skin - Actress Remix,crawling in my skin / circle the drain (remixes),Soccer Mommy,2020-10-08,268386,28,0.125,0.433,0.438,1,0.85,0.000582,0.162,-8.378,0.423,0,120.706,4
Mortal Projections,Mortal Projections,Djo,2019-08-30,188095,37,0.0594,0.573,0.451,2,0.433,0.00017,0.118,-9.403,0.0247,0,139.97,4
Beluga Baby,Beluga Baby,Baird,2020-09-30,160720,32,0.388,0.739,0.73,4,0.704,0.07,0.116,-6.762,0.0736,0,170.08,4
Can't Be What You Think,Can't Be What You Think,Sports,2021-11-10,201286,33,0.254,0.734,0.756,5,0.641,0.768,0.115,-5.433,0.0546,0,175.968,4
Locket,Locket,Crumb,2017-06-23,318378,64,0.759,0.393,0.0773,1,0.481,0.725,0.0869,-10.458,0.0273,1,98.463,4
Love Love Love,Love Love Love,My Morning Jacket,2021-09-14,222093,19,0.0218,0.531,0.573,2,0.84,0.0561,0.105,-5.737,0.115,1,178.165,4
Monk's Robes,Find The Sun,Deradoorian,2020-09-18,286528,37,0.909,0.398,0.105,9,0.267,0.312,0.107,-14.365,0.0365,0,129.98,3
Strung with Everything,Strung with Everything,Animal Collective,2022-01-19,416117,30,0.0631,0.547,0.212,0,0.691,0.000165,0.166,-8.332,0.0387,1,111.018,4
Eden,Eden,All We Are,2021-10-19,252319,37,0.162,0.837,0.654,9,0.457,0.0371,0.0865,-8.274,0.0519,1,99.03,4
Glo Ride,Glo Ride,Hot Flash Heat Wave,2018-03-02,206046,0,0.000469,0.514,0.28,3,0.661,0.0569,0.31,-4.842,0.0279,0,75.034,4
We Love A Different Way,We Love A Different Way,Gabriel Sayer,2020-09-17,203552,0,0.0208,0.697,0.474,2,0.388,0.105,0.1,-9.542,0.0389,1,139.983,4
Keeps Bringing Me Back,Keeps Bringing Me Back,Blood Cultures,2021-01-28,235000,30,0.0245,0.585,0.103,6,0.48,0.12,0.379,-10.107,0.0411,1,92.038,4
What Does It Mean To Me?,Smothered,Oberhofer,2021-11-12,166453,43,0.197,0.562,0.47,2,0.724,0.00113,0.129,-6.796,0.063,1,139.977,4
Texas Sun,Texas Sun,Khruangbin,2020-02-07,252811,71,0.0364,0.636,0.599,7,0.634,0.147,0.0998,-10.01,0.0342,1,111.563,4
Chondromalacia Patella,Chondromalacia Patella,black midi,2021-05-19,289111,31,0.0341,0.412,0.527,1,0.533,0.0282,0.164,-10.11,0.0964,0,85.588,4
D.M.T.,D.M.T.,STACEY,2020-08-14,234648,36,0.0511,0.451,0.429,5,0.615,1.21e-05,0.0785,-7.915,0.0332,1,75.979,1
Pay Your Way In Pain,Pay Your Way In Pain,St. Vincent,2021-03-04,183880,38,0.395,0.677,0.498,9,0.826,0.0,0.571,-6.8,0.368,1,124.821,4
High Above The Sun,Water Your Garden,Magic City Hippies,2022-01-21,284586,43,0.332,0.782,0.835,7,0.716,0.0169,0.0726,-5.827,0.086,0,107.974,4
A Song About the Sun,A Song About the Sun,Kurtis Wells,2021-06-25,210000,49,0.00313,0.664,0.182,2,0.692,0.000213,0.104,-6.836,0.0268,1,129.95,4
Spin,Spin,Triathalon,2022-04-14,212203,34,0.312,0.526,0.455,11,0.566,0.472,0.0782,-8.597,0.0237,0,75.046,4
i'll drink from your cup,i'll drink from your cup,tigerstate,2021-05-28,181124,27,0.0884,0.704,0.607,2,0.653,0.0187,0.071,-8.519,0.029,1,97.029,4
I'll Be Here A While,SPECTRA,Pink Skies,2020-06-12,237200,41,0.000789,0.474,0.94,9,0.866,0.00357,0.0463,-6.365,0.0442,0,170.955,3
Without You,Without You,loe4t,2021-11-01,201000,30,0.538,0.858,0.891,5,0.471,0.00386,0.135,-4.35,0.0467,0,120.003,4
Flyin (like a fast train),(watch my moves),Kurt Vile,2022-04-15,286840,53,0.177,0.746,0.687,1,0.515,0.0124,0.0701,-8.196,0.0325,1,101.488,4
Asdikte Akal - Yugen Blakrok Remix,Afrique Refait,Mdou Moctar,2022-04-19,229389,33,0.322,0.702,0.175,0,0.476,0.566,0.0895,-10.985,0.0456,1,139.975,4
Gonna Lose Your Mind,Gonna Lose Your Mind,Maybird,2019-03-08,216392,26,1.82e-05,0.58,0.728,9,0.709,0.78,0.178,-6.312,0.0302,1,120.002,4
Baby Baby,Baby Baby,Sports,2020-10-16,181960,49,0.162,0.772,0.83,11,0.681,0.785,0.0404,-5.22,0.0346,1,153.006,4
Hippo,Hippo,The Lazy Eyes,2022-01-21,140164,29,0.123,0.587,0.542,9,0.767,0.445,0.369,-5.313,0.0682,1,121.96,4
The Lift,The Lift,Vanishing Twin,2021-09-16,190333,28,0.146,0.732,0.827,6,0.536,0.164,0.194,-9.462,0.0346,0,100.258,4
Sun Kids (feat. Mikaela Davis),Sun Kids (feat. Mikaela Davis),Spaceface,2017-01-31,350400,28,0.772,0.406,0.205,0,0.472,0.204,0.164,-10.631,0.0306,1,100.008,4
Lung,Lung,j. pastel,2022-02-11,169999,35,0.000473,0.317,0.636,9,0.835,0.0211,0.26,-9.722,0.0448,1,156.014,4
