name,album,artist,release_date,length,popularity,acousticness,danceability,valence,key,energy,instrumentalness,liveness,loudness,speechiness,mode,tempo,time_signature
HONEST,DIE FOR MY BITCH,Baby Keem,2019-07-19,172672,73,0.403,0.676,0.373,2,0.536,3.37e-05,0.105,-8.79,0.0432,1,79.037,4
"Gravity (feat. Tyler, The Creator)","Gravity (feat. Tyler, The Creator)",Brent Faiyaz,2021-01-29,214692,74,0.173,0.539,0.493,1,0.615,0.0056,0.144,-8.746,0.252,0,163.924,4
I Wonder,Graduation,Kanye West,2007-09-11,243440,37,0.141,0.542,0.124,0,0.466,0.000445,0.125,-8.665,0.0831,1,191.385,4
505,Favourite Worst Nightmare (Standard Version),Arctic Monkeys,2007-04-24,253586,80,0.00237,0.52,0.234,0,0.852,5.79e-05,0.0733,-5.866,0.0543,1,140.267,4
Love Is Only a Feeling,Love Is Only a Feeling,Joey Bada$$,2017-07-06,152041,77,0.53,0.629,0.497,1,0.676,0.000325,0.701,-7.088,0.191,0,90.377,4
Wurli,What Could Possibly Go Wrong,Dominic Fike,2020-07-31,150620,59,0.385,0.482,0.0787,11,0.837,0.0216,0.132,-3.696,0.0639,1,91.968,4
ARE WE STILL FRIENDS?,IGOR,"Tyler, The Creator",2019-05-17,265480,76,0.128,0.216,0.313,10,0.497,2.39e-06,0.111,-8.025,0.0371,1,187.308,3
C U Girl,C U Girl,Steve Lacy,2015-02-15,129697,74,0.663,0.414,0.409,11,0.473,0.0523,0.128,-8.911,0.116,0,100.0,4
Eternal Sunshine,Eternal Sunshine,Lou Val,2021-05-07,241791,58,0.0584,0.236,0.265,1,0.582,0.00277,0.34,-7.592,0.0348,0,67.131,4
Nights,Blonde,Frank Ocean,2016-08-20,307151,77,0.42,0.466,0.423,5,0.548,1.01e-06,0.113,-9.362,0.118,0,89.815,4
Yeah - bonus,Faces,Mac Miller,2021-10-15,304192,63,0.139,0.511,0.146,8,0.793,8.06e-06,0.205,-5.231,0.072,1,148.082,4
Ghost Town,ye,Kanye West,2018-06-01,271386,76,0.0969,0.573,0.297,7,0.545,0.0,0.329,-4.247,0.0288,0,83.378,4
Is There Someone Else?,Dawn FM,The Weeknd,2022-01-06,199111,78,0.0388,0.702,0.608,9,0.586,7.27e-05,0.156,-7.83,0.0313,0,134.951,4
Feel No Ways,Views,Drake,2016-05-06,240653,73,0.0312,0.582,0.205,7,0.677,6.6e-06,0.122,-7.081,0.172,1,193.818,4
Me and Your Mama,"""Awaken, My Love!""",Childish Gambino,2016-12-02,379226,79,0.0116,0.554,0.237,5,0.433,0.0449,0.0667,-12.628,0.0341,1,117.996,3
90210 (feat. Kacy Hill),Rodeo (Expanded Edition),Travis Scott,2015-09-04,339066,76,0.113,0.402,0.312,9,0.526,8.33e-06,0.105,-6.741,0.0904,0,81.404,4
The Dress,Absolutely,Dijon,2021-11-05,184767,66,0.266,0.747,0.785,8,0.531,1.8e-06,0.192,-5.99,0.0477,1,88.009,4
Chamber Of Reflection,Salad Days,Mac DeMarco,2014-04-01,231723,78,0.262,0.538,0.506,11,0.557,0.914,0.102,-8.678,0.0914,1,131.03,4
Broken Clocks,Ctrl,SZA,2017-06-09,231253,75,0.131,0.692,0.406,6,0.684,0.0,0.156,-7.364,0.155,1,112.912,4
Self Control,Blonde,Frank Ocean,2016-08-20,249667,72,0.765,0.572,0.446,8,0.209,0.0,0.356,-10.413,0.0313,1,80.069,4
Violent Crimes,ye,Kanye West,2018-06-01,215320,75,0.376,0.669,0.0397,1,0.419,0.0,0.187,-6.724,0.522,0,109.813,4
sdp interlude,Birds In The Trap Sing McKnight,Travis Scott,2016-09-16,191622,66,0.599,0.507,0.588,0,0.586,0.0544,0.118,-8.15,0.0586,0,108.164,4
Show Me How,Show Me How,Men I Trust,2018-02-28,215110,73,0.674,0.791,0.544,5,0.267,0.534,0.102,-11.997,0.0415,1,165.99,4
Let Go,CHASE,Aaron May,2019-02-28,176531,74,0.046,0.87,0.692,9,0.498,0.0,0.146,-8.339,0.0622,0,110.017,4
Talk 2 Me,Talk 2 Me,Montell Fish,2021-07-09,139805,48,0.816,0.464,0.181,11,0.126,3.67e-06,0.559,-16.383,0.0647,1,103.176,4
Mrs Magic,Mrs Magic,Strawberry Guy,2019-07-24,208500,74,0.159,0.471,0.366,8,0.634,0.365,0.374,-7.406,0.031,1,132.542,4
The Wilhelm Scream - Quarantine Sessions,Quarantine Sessions,Tom Misch,2021-09-03,298369,44,0.933,0.398,0.165,0,0.216,0.9,0.107,-12.736,0.031,1,78.228,4
Flashing Lights,Graduation,Kanye West,2007-09-11,237506,41,0.0381,0.639,0.43,6,0.628,0.0,0.386,-7.578,0.0399,0,90.482,4
Guilty Conscience,Modus Vivendi,070 Shake,2020-01-17,213333,63,0.00676,0.539,0.222,7,0.638,0.0,0.123,-6.049,0.136,1,179.822,4
EARFQUAKE,IGOR,"Tyler, The Creator",2019-05-17,190066,79,0.23,0.554,0.413,9,0.498,5.98e-06,0.795,-8.866,0.0685,1,79.635,4
The Boat I Row,The Slow Rush B-Sides & Remixes,Tame Impala,2022-02-18,238320,64,0.311,0.503,0.24,7,0.728,0.005,0.293,-4.633,0.0295,0,151.962,4
Car,Car,Locals Only Sound,2022-02-04,226250,45,0.0697,0.677,0.298,5,0.489,3.05e-05,0.0999,-9.265,0.0346,0,96.008,4
"Female Energy, Part 2",WILLOW,WILLOW,2019-07-19,173920,64,0.0143,0.539,0.361,4,0.39,0.000125,0.174,-8.341,0.0293,0,119.791,3
Jukebox Joints (feat. Joe Fox & Kanye West),AT.LONG.LAST.A$AP,A$AP Rocky,2015-05-26,323960,68,0.302,0.284,0.553,2,0.803,0.0,0.242,-5.293,0.173,0,67.536,4
sex money feelings die - slowed version,sex money feelings die (slowed version),Lykke Li,2019-10-18,168810,73,0.471,0.797,0.436,5,0.44,1.57e-06,0.0849,-6.587,0.0594,0,111.014,4
Don't Wait Forever,What Box?,Terry Presume,2021-07-29,208066,48,0.45,0.713,0.137,1,0.297,4.04e-06,0.105,-11.281,0.0628,1,111.872,4
Runaway,My Beautiful Dark Twisted Fantasy,Kanye West,2010-11-22,547733,76,0.219,0.374,0.111,1,0.568,0.00219,0.513,-3.825,0.109,0,84.733,4
