name,album,artist,release_date,length,popularity,acousticness,danceability,valence,key,energy,instrumentalness,liveness,loudness,speechiness,mode,tempo,time_signature
AIN'T GON STOP ME,Ain't Gon Stop Me,reggie,2021-03-17,96000,52,0.00759,0.618,0.533,6,0.742,0.0,0.134,-4.68,0.356,0,80.167,4
16,The Melodic Blue,Baby Keem,2021-09-10,156040,74,0.0918,0.701,0.57,1,0.782,2.31e-06,0.124,-4.987,0.138,1,94.03,4
Dear Fear,Dear Fear,Kota the Friend,2022-01-07,199339,45,0.798,0.46,0.338,1,0.762,0.0,0.143,-6.718,0.382,1,73.552,4
2020 Vision,2020 Vision,Raury,2022-03-11,278918,37,0.0345,0.875,0.702,9,0.667,4.58e-05,0.0738,-8.321,0.0743,1,111.015,4
terms (feat. Dominic Fike & Denzel Curry),TYRON,slowthai,2021-02-12,192733,55,0.153,0.727,0.238,10,0.578,3.59e-05,0.142,-10.516,0.225,1,140.044,4
WIDE Open,WIDE Open,tobi lou,2021-09-03,205714,41,0.321,0.699,0.516,11,0.626,0.0011,0.666,-5.887,0.0432,0,139.949,4
Popeye,Popeye,Peach Tree Rascals,2021-07-16,174239,49,0.203,0.829,0.835,8,0.72,0.0,0.39,-5.727,0.141,1,96.051,4
Avalanche,Avalanche,reggie,2021-09-22,148280,50,0.209,0.694,0.919,1,0.796,3.09e-05,0.288,-6.7,0.302,0,156.861,4
UP,UP,Kota the Friend,2022-05-06,211687,58,0.225,0.73,0.494,9,0.718,0.0,0.198,-4.661,0.241,0,119.962,4
Taco,Taco,IDK,2022-04-08,144868,55,0.0373,0.656,0.781,1,0.805,0.0,0.676,-7.341,0.364,0,105.924,4
SIERRA NIGHTS (feat. Ryan Beatty),SIERRA NIGHTS (feat. Ryan Beatty),Kevin Abstract,2021-08-19,263720,55,0.0854,0.696,0.397,1,0.635,1.15e-05,0.107,-5.854,0.0706,1,147.901,4
Strange Love - Single Edit,Strange Love - Single Edit,Cautious Clay,2021-06-01,181483,45,0.419,0.656,0.826,1,0.701,1.2e-05,0.102,-7.056,0.0937,0,90.024,4
Don't Like U,Don't Like U,Terry Presume,2022-03-10,152475,44,0.562,0.845,0.539,3,0.489,2.54e-05,0.116,-8.523,0.228,0,142.112,4
peon,peon,Ayotemi,2021-11-26,222439,35,0.499,0.585,0.283,11,0.375,0.0,0.0944,-10.611,0.404,0,122.267,4
Dog Food (feat. Denzel Curry),Dog Food (feat. Denzel Curry),IDK,2022-04-29,184123,58,0.00301,0.704,0.367,7,0.893,1.82e-05,0.571,-5.403,0.0571,1,105.018,4
Contact,Contact,Caleborate,2021-02-24,269418,43,0.396,0.771,0.621,11,0.459,0.0,0.105,-13.681,0.234,1,90.068,4
Plead The .45th,Judas and the Black Messiah: The Inspired Album,Judas and the Black Messiah,2021-02-12,140470,39,0.243,0.668,0.774,5,0.566,0.000614,0.16,-5.791,0.294,0,84.707,4
"ACAB (feat. 7000, redveil, Chance the Rapper)","ACAB (feat. 7000, redveil, Chance the Rapper)",Supa Bwe,2022-02-04,180673,38,0.0185,0.72,0.602,2,0.596,0.0,0.102,-8.933,0.359,1,71.647,4
Nature Heals,Nature Heals,Wynne,2022-05-11,103187,42,0.546,0.46,0.571,1,0.687,0.0,0.156,-5.395,0.148,1,81.741,4
Pomegranate,"Lyrics to GO, Vol. 2",Kota the Friend,2021-01-18,109638,58,0.136,0.637,0.373,2,0.489,0.0,0.0954,-9.157,0.444,1,79.175,4
Raindrops (feat. Flo Milli),Raindrops (feat. Flo Milli),GoldLink,2021-06-16,155573,44,0.506,0.868,0.559,9,0.563,2.53e-05,0.15,-7.448,0.172,0,139.971,4
Why You in LA,Why You in LA,Keys Open Doors,2020-03-15,188839,44,0.0973,0.939,0.425,11,0.322,9.21e-05,0.0883,-9.463,0.304,1,114.317,4
Kimbo Slice,Kimbo Slice,Rexx Life Raj,2021-07-16,193109,55,0.181,0.806,0.513,11,0.713,0.0,0.0601,-6.792,0.157,1,121.941,4
While You on Road,While You on Road,Planet Giza,2022-02-25,182535,45,0.257,0.801,0.721,0,0.533,0.0,0.284,-9.291,0.137,1,141.926,4
