name,album,artist,release_date,length,popularity,acousticness,danceability,valence,key,energy,instrumentalness,liveness,loudness,speechiness,mode,tempo,time_signature
Viscasity,Babydrip,SwuM,2019-05-10,110163,17,0.279,0.769,0.147,1,0.67,0.0158,0.17,-6.499,0.0304,1,121.962,4
Rae of Sunshine X 906 in Lex,Darkness Meets World,Burgettii,2020-07-03,218475,37,0.48,0.514,0.386,10,0.403,0.0,0.551,-14.485,0.169,0,91.409,4
Afrobounce,"Cultureville, Vol 1",Culture,2020-04-12,103000,34,0.735,0.727,0.937,6,0.564,0.884,0.0933,-10.869,0.0617,1,94.988,4
Distant,Distant,Casiio,2020-02-24,92537,32,0.225,0.619,0.11,7,0.255,0.887,0.63,-10.487,0.261,0,145.273,1
Otsuka,"Throwaway Beats for a Throwaway Year, Vol. 1",Nathan Kawanishi,2020-10-23,103810,0,0.223,0.843,0.669,8,0.623,0.567,0.119,-8.121,0.216,1,84.997,4
Troublous,Troublous,Zambonini,2019-10-31,137992,13,0.148,0.516,0.0414,9,0.602,0.899,0.105,-12.051,0.056,0,120.008,3
Fever Dream,Fever Dream,Ethan Rebel,2020-04-17,141033,13,0.924,0.508,0.0373,8,0.171,0.0853,0.0999,-15.893,0.0441,1,160.116,4
Better Than The Real Thing (Instrumental),Better Than The Real Thing,Thoreau,2020-04-29,143973,33,0.83,0.716,0.453,10,0.348,0.644,0.408,-13.457,0.0617,0,167.926,4
Ueno,Ueno,Nathan Kawanishi,2019-07-12,162481,6,0.16,0.729,0.829,9,0.827,0.938,0.0794,-8.71,0.161,0,81.985,4
Break in the Action,Super What?,CZARFACE,2021-05-07,149613,58,0.693,0.531,0.548,7,0.672,0.0,0.791,-7.341,0.305,1,96.271,4
By the Fire,By the Fire,goosetaf,2020-05-01,152571,9,0.364,0.655,0.149,4,0.486,0.831,0.178,-12.806,0.0587,0,140.117,4
Boven Alle Peil,Groot,Terilekst,2020-02-20,155379,32,0.436,0.722,0.414,7,0.538,0.661,0.11,-8.84,0.0249,0,93.554,4
Freefall,Freefall,Epifania,2020-04-09,135862,33,0.554,0.638,0.214,1,0.311,0.716,0.673,-10.011,0.048,1,86.997,4
O Bem do Mar,O Bem do Mar,Shuko,2020-02-28,151428,32,0.576,0.612,0.178,0,0.526,0.831,0.328,-6.045,0.032,1,84.097,4
Summer Breeze,Summer Breeze,Layers,2021-03-05,136228,36,0.669,0.651,0.698,11,0.0854,0.911,0.0912,-18.71,0.107,0,155.09,4
As I Pass By,Traveling,Gregory David,2020-02-28,233750,35,0.0908,0.771,0.446,11,0.568,0.904,0.132,-6.634,0.0493,0,83.018,4
Bed-Stuy is Burning,Bed-Stuy is Burning,Skyzoo,2021-04-28,307595,35,0.423,0.654,0.649,1,0.949,3.23e-05,0.0947,-3.489,0.326,1,92.878,4
opium poppy,opium poppy,Tom Doolie,2020-02-14,114351,0,0.191,0.582,0.498,5,0.322,0.0101,0.161,-7.751,0.0567,0,84.775,4
One More Hit,One More Hit,Weedthief,2019-08-16,132750,35,0.734,0.727,0.299,10,0.461,0.93,0.118,-12.028,0.039,1,79.947,4
comfortable,Chillhop Essentials Spring 2020,Chillhop Music,2020-03-18,156316,12,0.506,0.845,0.275,3,0.287,0.881,0.122,-18.461,0.25,1,135.118,4
Paralysis,Paralysis,Fthmlss,2020-02-28,138762,34,0.96,0.416,0.362,7,0.483,0.587,0.105,-10.216,0.365,0,75.393,4
Meditation,Condiments,Beat Dealer,2019-07-02,122227,0,0.701,0.597,0.559,2,0.505,0.619,0.088,-6.445,0.195,1,88.341,4
More Life (feat. Q Tip),Just Until....,Cordae,2021-04-22,191032,46,0.343,0.573,0.347,6,0.571,2.09e-06,0.145,-6.943,0.558,1,82.585,4
Out All Night,Out All Night,Ray Ben Rue,2019-09-27,152000,35,0.444,0.768,0.398,0,0.551,0.812,0.126,-9.133,0.0727,1,90.028,4
Dia Chuvoso,"Nos Beats, Vol. 6",DJ Caique,2020-04-17,213368,36,0.0204,0.677,0.675,9,0.45,0.361,0.144,-7.551,0.0383,1,172.213,4
Solo for so Long,Solo for so Long,It's Philip Marlon,2018-09-05,173868,15,0.937,0.823,0.446,6,0.255,0.824,0.707,-18.776,0.104,0,104.991,4
The Real Deal,The Real Deal,Hydrogenii,2019-06-28,184119,34,0.00643,0.673,0.607,7,0.652,0.888,0.0925,-4.971,0.0386,1,88.071,4
Caffeine,Caffeine,Epifania,2019-07-23,88000,12,0.494,0.697,0.715,4,0.501,0.915,0.105,-7.59,0.23,0,90.07,4
Chillin',Chillin',twuan,2020-10-20,77241,37,0.435,0.642,0.248,4,0.197,0.823,0.111,-14.052,0.054,0,152.039,4
leaf,winter_bumps,illiterate,2018-10-26,107625,34,0.769,0.878,0.572,8,0.204,0.929,0.104,-10.254,0.136,0,144.433,4
Lofi Compound Disinterest,Lofi Compound Disinterest,Single Friend,2020-05-01,196000,33,0.933,0.839,0.555,7,0.284,0.538,0.12,-16.04,0.536,0,89.978,4
eyyyy,eyyyy yawww,Glimlip,2020-03-02,125625,36,0.657,0.768,0.433,10,0.414,0.193,0.0978,-14.263,0.0753,0,96.004,4
Wherewithal,Wherewithal,Bokki,2018-10-25,159016,34,0.88,0.639,0.137,6,0.265,0.646,0.87,-17.125,0.061,1,82.021,4
MidStation,Immerse,the.lazyb,2019-06-14,116375,33,0.0515,0.768,0.261,5,0.403,0.415,0.127,-10.61,0.0857,0,89.987,4
Chill in Lydda,Chill in Lydda,Hazy Noir,2020-11-06,156000,36,0.242,0.69,0.276,9,0.394,0.823,0.147,-16.714,0.0477,0,160.014,4
Singing Plants,Singing Plants,Hakone,2020-02-07,119711,6,0.0108,0.824,0.508,1,0.729,0.718,0.109,-12.004,0.054,1,77.86,1
That's Just Me,That's Just Me,Ameba,2019-06-10,90383,39,0.487,0.713,0.359,10,0.307,0.386,0.121,-9.657,0.13,0,170.033,4
ekaant,ekaant,eleven,2020-03-13,136588,33,0.889,0.57,0.0396,8,0.228,0.905,0.109,-12.554,0.0456,1,170.085,4
Koenji,Koenji,Huey Daze,2019-07-10,103669,0,0.742,0.413,0.114,7,0.209,0.898,0.131,-9.747,0.0431,0,74.465,4
Sneakers,Sneakers,Monma,2018-10-22,149333,12,0.365,0.855,0.174,1,0.307,0.854,0.105,-10.599,0.0732,0,89.993,4
cold nights,cold nights,itssvd,2019-06-28,87420,8,0.922,0.491,0.602,9,0.155,0.724,0.313,-24.813,0.0756,0,49.597,3
Saké,Blooe,Chalky,2019-06-11,213698,33,0.4,0.36,0.554,10,0.711,0.355,0.92,-7.926,0.257,1,144.258,4
No Lies,Dreams from the Shore,Psalm Trees,2019-06-10,128780,40,0.777,0.551,0.337,3,0.316,0.909,0.0797,-10.14,0.0291,0,82.014,4
Mellow Mouser,Mellow Mouser,11 Acorn Lane,2020-02-21,137049,35,0.769,0.783,0.407,10,0.424,0.909,0.192,-9.412,0.114,0,80.037,4
A Trip to Tokyo,A Trip to Tokyo,Linearwave,2019-06-24,128000,0,0.202,0.736,0.659,3,0.543,0.83,0.0894,-11.195,0.0957,1,90.009,4
Hard'em,Hard'em,the.lazyb,2019-05-31,127170,31,0.378,0.711,0.365,6,0.622,0.715,0.0926,-10.689,0.131,1,88.78,4
what you doin',what you doin',Masked Man,2019-06-13,105365,32,0.531,0.64,0.334,11,0.137,0.741,0.129,-9.215,0.0604,0,81.968,4
Dreams,Dreams,Bluedoom,2018-10-23,74257,14,0.843,0.706,0.537,1,0.266,0.947,0.177,-18.595,0.0438,1,160.051,4
Delight,Delight,Dontcry,2019-06-10,68571,33,0.443,0.735,0.73,2,0.257,1.18e-06,0.113,-10.062,0.0803,0,104.612,3
as time goes by,bad habits,Kuranes,2018-10-20,104347,34,0.859,0.672,0.619,6,0.388,0.914,0.144,-15.317,0.0656,0,69.017,4
sanya,sanya,luvwn,2018-10-22,101647,33,0.85,0.784,0.89,3,0.358,0.961,0.11,-10.151,0.0613,0,169.899,4
