name,album,artist,release_date,length,popularity,acousticness,danceability,valence,key,energy,instrumentalness,liveness,loudness,speechiness,mode,tempo,time_signature
Composure,Composure,Argonaut & Wasp,2019-04-17,184800,0,0.00969,0.671,0.378,10,0.611,0.431,0.1,-8.453,0.0328,1,116.934,4
Floating Vibes,Astro Coast,Surfer Blood,2010-01-19,234496,0,0.0368,0.567,0.509,4,0.735,0.000824,0.149,-7.296,0.0294,1,126.857,4
sunday,spaceships mixtape,easy life,2019-03-18,201506,51,0.489,0.781,0.843,1,0.587,0.00375,0.1,-8.057,0.187,0,86.963,4
Fast Talk,Fast Talk,Houses,2018-08-24,259946,0,0.543,0.603,0.347,9,0.502,0.108,0.205,-7.732,0.0367,1,69.987,4
When I'm With You,Crazy For You,Best Coast,2010-06-26,178080,13,0.445,0.137,0.306,7,0.821,0.757,0.309,-4.59,0.0548,1,145.166,4
Get Out,Love Is Dead,CHVRCHES,2018-05-25,231359,47,0.00109,0.487,0.211,0,0.82,0.0428,0.224,-5.427,0.0309,0,162.034,4
Emotion,Love Lost - EP,Hazey Eyes,2019-03-01,204525,0,0.886,0.736,0.231,11,0.446,0.0137,0.075,-9.437,0.0571,1,106.046,4
Give Yourself a Try,A Brief Inquiry Into Online Relationships,The 1975,2018-11-30,196588,0,3.17e-05,0.334,0.901,11,0.786,0.0,0.517,-5.002,0.0592,1,182.933,4
Ordinary Pleasure,Outer Peace,Toro y Moi,2019-01-18,183746,0,0.118,0.878,0.778,7,0.779,0.0192,0.104,-7.283,0.135,1,115.009,4
Bad To Worse,Bad To Worse,Ra Ra Riot,2019-03-22,258733,41,0.319,0.766,0.801,0,0.552,1.33e-06,0.0573,-4.069,0.0299,1,140.043,4
Plus,Plus,Peach Tree Rascals,2019-02-07,272718,0,0.879,0.694,0.565,1,0.364,1.82e-06,0.0918,-7.978,0.121,1,88.992,4
Darling,In Mind,Real Estate,2017-03-17,260386,55,0.00878,0.596,0.572,0,0.894,0.00659,0.104,-5.407,0.0265,1,132.994,5
Powa,W H O K I L L,Tune-Yards,2011-04-18,303800,0,0.677,0.753,0.524,5,0.315,7.66e-05,0.129,-7.458,0.0323,1,109.613,4
Bruises,Does You Inspire You,Chairlift,2008,241466,55,0.0175,0.579,0.838,0,0.554,0.0221,0.101,-7.08,0.0587,1,185.183,4
Salted Caramel,Salted Caramel,Andrew Applepie,2019-03-01,206509,36,0.412,0.77,0.907,7,0.51,0.0672,0.0607,-7.997,0.142,0,164.043,4
O.N.E.,Odd Blood,Yeasayer,2010,323560,0,0.00107,0.611,0.392,7,0.937,0.259,0.347,-6.552,0.0455,1,121.989,4
The Bottom of It,The Bottom of It,Fruit Bats,2019-04-03,181400,0,0.134,0.618,0.299,0,0.627,0.0198,0.117,-10.705,0.0416,1,77.976,4
Jessica WJ,Real Life,Cayucas,2019-04-19,197840,0,0.0872,0.716,0.507,5,0.745,0.0,0.127,-4.748,0.0433,1,89.006,4
4EVER,4EVER,Clairo,2018-04-27,159595,68,0.049,0.75,0.584,9,0.585,0.00552,0.155,-7.576,0.0285,0,102.331,4
Last Forever,Last Forever,Fenech-Soler,2014-08-05,294106,0,0.00212,0.392,0.317,0,0.849,0.000137,0.0848,-4.577,0.0359,1,171.094,4
The Joke - Bayonne Remix,The Joke (Bayonne Remix),Flock of Dimes,2017-07-27,267111,37,0.583,0.607,0.806,5,0.886,0.946,0.0894,-5.395,0.0289,1,140.029,4
When Am I Gonna Lose You,When Am I Gonna Lose You / Café Amarillo,Local Natives,2019-03-08,264213,0,0.0417,0.452,0.514,11,0.834,0.00036,0.119,-4.657,0.0967,1,142.088,4
You Seemed so Happy,Good At Falling,The Japanese House,2019-03-01,162485,45,0.0406,0.519,0.416,11,0.888,0.0,0.227,-6.232,0.117,1,149.938,4
The High Road,Broken Bells,Broken Bells,2010-03-01,232200,64,0.0672,0.61,0.603,0,0.638,6.59e-06,0.283,-6.574,0.0238,1,79.955,4
Sucker Punch,Sucker Punch,Sigrid,2019-03-08,194323,50,0.00153,0.638,0.676,7,0.642,4.07e-06,0.0826,-4.422,0.0639,1,165.984,4
Do Me Like That,Turn It Up,Penguin Prison,2018-02-09,195066,0,0.101,0.61,0.773,9,0.82,1.78e-06,0.212,-5.035,0.0332,1,152.091,4
If I Were You,If I Were You,Claud,2019-04-11,171000,0,0.223,0.728,0.421,1,0.451,0.00383,0.282,-8.962,0.053,1,152.994,4
Rawnald Gregory Erickson the Second,Starfucker,STRFKR,2008-09-23,173693,64,0.229,0.9,0.713,7,0.538,0.843,0.287,-7.879,0.0343,1,95.508,4
Let Go,Strangers,RAC,2014-01-01,280120,53,0.0917,0.746,0.734,5,0.84,0.0156,0.351,-5.891,0.0331,1,110.0,4
No Going Back,No Going Back,Yuno,2018-02-21,208200,0,0.0114,0.714,0.9,2,0.713,0.0183,0.0608,-5.52,0.027,0,93.006,4
Menswear,The 1975,The 1975,2013-01-01,206737,47,0.547,0.708,0.163,1,0.539,0.0174,0.0849,-10.28,0.0646,1,96.987,4
Origami Lover,Origami Lover,Gold Spectacles,2019-02-22,205925,33,0.827,0.727,0.832,7,0.373,0.000369,0.184,-8.369,0.0915,1,80.99,4
Up We Go,Little Machines,Lights,2014-09-19,171293,39,0.0139,0.501,0.57,9,0.776,2.77e-06,0.187,-3.074,0.0444,1,170.02,4
Pay No Mind (feat. Passion Pit),Pay No Mind (feat. Passion Pit),Madeon,2015-02-10,249440,37,0.00592,0.546,0.558,1,0.852,0.0,0.159,-2.445,0.102,1,112.183,4
Saturdays (feat. HAIM),Caer,Twin Shadow,2018-04-27,205442,58,0.0659,0.47,0.802,9,0.696,3.85e-05,0.0962,-4.749,0.104,1,169.976,4
Ghost,Forever,Mystery Skulls,2014-10-27,259093,32,0.0328,0.668,0.286,6,0.603,0.0303,0.0984,-4.787,0.032,0,119.972,4
Beach Comber,Real Estate,Real Estate,2009-11-17,268466,52,0.0832,0.392,0.12,0,0.835,0.00982,0.0769,-6.553,0.0596,1,144.641,4
So Good,Friends,Omar Apollo,2019-04-10,266560,49,0.0846,0.698,0.852,10,0.784,0.00139,0.0387,-5.794,0.0326,0,117.979,4
Recover,The Bones Of What You Believe (Special Edition),CHVRCHES,2013-01-01,224240,0,0.00604,0.421,0.18,7,0.631,0.0,0.322,-5.155,0.0537,1,170.045,4
push pull,another eternity,Purity Ring,2015-03-02,207809,0,0.00287,0.386,0.0858,5,0.708,2.26e-05,0.245,-8.173,0.0489,1,110.354,5
"Archie, Marry Me",Alvvays,Alvvays,2014-07-22,196560,59,0.00956,0.27,0.205,7,0.83,0.434,0.142,-4.592,0.0741,1,117.314,4
Clovers,Clovers,Barrie,2019-02-07,254160,0,0.0522,0.703,0.677,5,0.573,0.491,0.277,-7.504,0.0274,0,90.0,4
Cheap Sunglasses,Strangers,RAC,2014-01-01,215133,49,0.152,0.533,0.404,2,0.676,0.000765,0.0903,-6.788,0.0395,1,114.993,4
Little Secrets,Manners,Passion Pit,2009,238973,57,0.00345,0.597,0.666,5,0.786,0.0,0.0909,-4.248,0.0419,1,99.888,4
